"","country","name","description","startYr","endYr"
"6162","iraq","adil_abd_al_mahdi_","Minister of Finance","20040701","20101231"
"6163","iraq","abid_mutlaq_hamud_al_jabburi_","Deputy Prime Minister","20050601","20060531"
"6164","iraq","abid_dhiyab_al_ujayli_","Minister of Higher Education","20060601","20101231"
"6165","iraq","abd_al_tawab_mullah_al_huwaysh_al_ani_","Deputy Prime Minister","20030431","20161201"
"6166","iraq","abd_al_samad_sultan_","Minister of Displacement and Migration","20060601","20101231"
"6167","iraq","abd_al_rahman_sadiz_karim_|abd_al_rahman_sadiq_karim_","Minister of Environment","20031001","20040631"
"6168","iraq","abd_al_qadir_muhammad_jassim_al_mufriji_al_","Minister of Defense","20100801","20101231"
"6169","iraq","abd_al_mutalib_muhammad_","Minister of Health","20050601","20060531"
"6170","iraq","abd_al_munim_ahmad_salih_","Minister of Awqaf and Religious Affairs","20030431","20161201"
"6171","iraq","abd_al_muhsin_shalash_","Minister of Electricity","20050601","20050831"
"6172","iraq","abd_al_mahdi_hassan_mutayiri_","Minister of State Without Portfolio","20110101","20161201"
"6173","iraq","abd_al_karim_luaybi_","Minister of Oil","20110101","20161201"
"6174","iraq","abd_al_karim_al_sammarai_","Minister of Science and Technology","20110101","20161201"
"6175","iraq","abd_al_karim_al_anzi_","Minister of State for National Security","20050601","20060531"
"6176","iraq","abd_al_ilah_hamid_mahmud_al_salih_","Minister of Agriculture","20030431","20161201"
"6177","iraq","abd_al_husayn_shandal_","Minister of Justice","20050601","20060531"
"6178","iraq","abd_al_falah_hasan_|abd_al_falah_hassan_","Minister of Education","20050601","20060531"
"6179","iraq","abd_al_falah_al_sudani_","Minister of Trade","20060601","20090531"
"6180","iraq","abd_al_basit_turki_","Minister of Human Rights","20031001","20040431"
"6181","iraq","abd_al_basit_karim_mawlud_","Minister of Trade","20050601","20060531"
"6182","iraq","abd_al_aziz_al_hakim_|abd_al_aziz_baqr_al_hakim_","Member","20031101","20040631"
"6183","iraq","abd_al_amir_rahim_abbud_","Minister of Agriculture","20031001","20040631"
"6184","ireland","willie_odea_","Minister for Defense","20041101","20100331"
"6185","ireland","tony_killeen_","Minister for Defense","20100401","20161201"
"6186","ireland","seamus_brennan_","Minister for Social and Family Affairs & Minister for Transport & Minister for Arts, Sport, and Tourism","20041101","20070631"
"6187","ireland","rory_brady_","Attorney General","20070631","20161201"
"6188","ireland","richard_ryan_","Permanent Representative to the UN, New York","20051031","20161201"
"6189","ireland","paul_gallagher_","Attorney General","20070701","20161201"
"6190","ireland","pat_carey_","Minister for Community, Equality, and Gaeltacht Affairs","20100401","20161201"
"6191","ireland","patrick_honohan_","Governor, Central Bank of Ireland","20100501","20161201"
"6192","ireland","odonoghue_john_","Minister for Arts, Sport, and Tourism","20040701","20041031"
"6193","ireland","noel_fahey_","Ambassador to the US","20080231","20161201"
"6194","ireland","noel_dempsey_","Minister for Transport and Marine & Minister for Education and Science & Minister for Communications, Marine, and Natural Resources","20041101","20070631"
"6195","ireland","micheal_martin_","Minister for Foreign Affairs & Minister for Enterprise, Trade, and Employment & Minister for Health and Children","20041101","20080531"
"6196","ireland","michael_smith_","Minister for Defense","20041031","20161201"
"6197","ireland","michael_mcdowell_","Minister for Justice, Equality and Law Reform","20070631","20161201"
"6198","ireland","michael_collins_","Ambassador to the US","20080301","20161201"
"6199","ireland","mauoconnell_","Governor, Central Bank of Ireland","20050431","20161201"
"6200","ireland","mary_harney_","Deputy Prime Minister & Minister for Health and Children","20061031","20161201"
"6201","ireland","mary_hanafin_","Minister for Social and Family Affairs & Minister for Tourism, Culture, and Sport & Minister for Education and Science","20080601","20100331"
"6202","ireland","mary_coughlan_","Minister for Social and Family Affairs & Deputy Prime Minister & Minister for Agriculture and Food & Minister for Enterprise, Trade, and Employment & Minister for Education and Skills","20041101","20080531"
"6203","ireland","martin_cullen_","Minister for Social and Family Affairs & Minister for Transport & Minister for Arts, Sport, and Tourism & Minister for Environment and Local Government","20070701","20080531"
"6204","ireland","john_paul_kavanagh_","Permanent Representative to the UN, New York","20080601","20090931"
"6205","ireland","john_odonoghue_","Minister for Arts, Sport, and Tourism","20041101","20070631"
"6206","ireland","john_hurley_","Governor, Central Bank of Ireland","20050501","20100431"
"6207","ireland","john_gormley_","Minister for Environment, Heritage, and Local Government","20070701","20161201"
"6208","ireland","joe_walsh_","Minister for Agriculture and Food","20041001","20041031"
"6209","ireland","eamon_ryan_","Minister for Communications, Energy, and Natural Resources","20070701","20161201"
"6210","ireland","eamon_ocuiv_|eamon_ocuiv_","Minister for Social Protection & Minister for Community, Rural, and Gaeltacht Affairs","20100401","20161201"
"6211","ireland","dick_roche_","Minister for Environment, Heritage, and Local Government","20041101","20070631"
"6212","ireland","dermot_ahern_","Minister for Foreign Affairs & Minister for Justice, Equality, and Law Reform & Minister for Communications, Marine, and Natural Resources","20041101","20080531"
"6213","ireland","david_cooney_","Permanent Representative to the UN, New York","20051101","20080531"
"6214","ireland","charlie_mccreevy_","Minister for Finance","20041031","20161201"
"6215","ireland","brian_lenihan_","Minister for Finance & Minister for Justice, Equality, and Law Reform","20070701","20080531"
"6216","ireland","brian_cowen_","Minister for Foreign Affairs","20030101","20161201"
"6217","ireland","brendan_smith_","Minister for Agriculture, Fisheries, and Food","20080601","20161201"
"6218","ireland","batt_okeeffe_","Minister for Enterprise, Trade, and Innovation & Minister for Education and Science","20080601","20100331"
"6219","ireland","anne_anderson_","Permanent Representative to the UN, New York","20091001","20161201"
"6220","israel","zvulun_orlev_|zevulun_orlev_","Minister of Labor and Social Affairs","20030301","20041131"
"6221","israel","zeev_boim_","Minister of Construction and Housing","20060201","20090331"
"6222","israel","benny_begin_","Minister Without Portfolio","20090401","20161201"
"6223","israel","zeev_binyamin_begin_","Minister Without Portfolio","20090401","20161201"
"6224","israel","yuval_steinitz_","Minister of Finance","20090401","20161201"
"6225","israel","yuli_edelstein_","Minister of Information and Diaspora Affairs","20090401","20161201"
"6226","israel","yossi_peled_|yosef_yossi_peled_","Minister Without Portfolio","20090401","20161201"
"6227","israel","yossi_paritzky_","Minister of Infrastructure","20030301","20040631"
"6228","israel","yossef_paritzky_","Minister of Infrastructure","20040701","20040731"
"6229","israel","yitzhak_levi_","Minister of Tourism","20030231","20161201"
"6230","israel","yitzhak_herzog_","Minister of Construction and Housing & Minister of Social Affairs & Minister of Tourism & Minister of Welfare and Social Services","20050201","20051231"
"6231","israel","yitzhak_cohen_","Minister Without Portfolio","20060601","20090331"
"6232","israel","yitzhak_aharonovitch_|yitzhak_aharonovich_","Minister of Tourism & Minister of Internal ""Public"" Security","20070401","20080231"
"6233","israel","yisrael_katz_","Minister of Agriculture & Minister of Transportation and Road Safety","20030301","20060131"
"6234","israel","yehudit_naot_","Minister of Environment","20030301","20041131"
"6235","israel","yehuda_weinstein_","Attorney General","20100901","20161201"
"6236","israel","yuli_tamir_","Minister of Education","20060601","20090331"
"6237","israel","yael_tamir_","Minister of Education","20060601","20090331"
"6238","israel","yaakov_neeman_","Minister of Justice","20090401","20161201"
"6239","israel","yaakov_margi_","Minister of Religious Affairs","20090401","20161201"
"6240","israel","yaacov_edri_","Minister Without Portfolio & Minister of Health","20060601","20090331"
"6241","israel","yaacov_ben_yizri_","Minister of Health","20060601","20090331"
"6242","israel","victor_brailovsky_","Minister of Science and Technology","20041201","20041231"
"6243","israel","uzi_landau_","Minister Without Portfolio & Minister of National Infrastructures & Minister of Internal ""Public"" Security","20030301","20041131"
"6244","israel","tzipi_livni_|tzipora_tzipi_livni_","Minister of Immigrant Absorption & Minister of Agriculture & Minister of Justice","20030301","20090331"
"6245","israel","tzahi_hanegbi_|tzachi_hanegbi_","Minister Without Portfolio & Minister of Environment and Transport & Minister of Internal ""Public"" Security","20041001","20060531"
"6246","israel","tommy_lapid_","Deputy Prime Minister","20030301","20041231"
"6247","israel","stas_misezhnikov_","Minister of Tourism","20090401","20161201"
"6248","israel","stanley_fischer_","Governor, Bank of Israel","20050601","20161201"
"6249","israel","sofa_landver_","Minister of Immigrant Absorption","20090401","20161201"
"6250","israel","silvan_shalom_","Deputy Prime Minister & Vice Prime Minister","20060131","20161201"
"6251","israel","shlomo_benizri_","Minister of Labor and Social Affairs","20030231","20161201"
"6252","israel","shimon_peres_","First Deputy Prime Minister & President & Minister for Development of the Negev and Galilee","20050201","20051231"
"6253","israel","shaul_mofaz_","Minister of Transportation & Minister of Defense","20060601","20090331"
"6254","israel","shalom_simhon_","Minister of Agriculture & Minister of Environment","20050201","20051231"
"6255","israel","salai_meridor_","Ambassador to the US","20070101","20090731"
"6256","israel","ruhama_avraham_","Minister for Jerusalem Affairs","20070801","20090331"
"6257","israel","roni_milo_","Minister of Regional Cooperation","20030631","20161201"
"6258","israel","roni_bar_on_","Minister of Infrastructure","20060201","20090331"
"6259","israel","reuven_rivlin_","Minister of Communications","20030231","20161201"
"6260","israel","rafi_eitan_","Minister for Pensioner Affairs","20060601","20090331"
"6261","israel","rafael_eitan_","Minister for Pensioner Affairs","20060601","20090331"
"6262","israel","ophir_pines_paz_","Minister of Interior & Minister of Culture and Sport","20050201","20051231"
"6263","israel","nissim_dahan_","Minister of Health","20030231","20161201"
"6264","israel","natan_sharansky_","Deputy Prime Minister","20050531","20161201"
"6265","israel","moshe_kahlon_","Minister of Communications","20090401","20161201"
"6266","israel","boogie_yaalon_","Minister of Strategic Affairs","20090401","20161201"
"6267","israel","moshe_yaalon_","Minister of Strategic Affairs","20090401","20161201"
"6268","israel","mody_zandberg_","Minister of Science and Technology","20030301","20040731"
"6269","israel","michael_oren_","Ambassador to the US","20090801","20161201"
"6270","israel","michael_eitan_","Minister of Improvement to Government Services","20090401","20161201"
"6271","israel","meshulam_nahari_","Minister Without Portfolio","20060601","20161201"
"6272","israel","meron_reuben_","Permanent Representative to the UN, New York ""Interim""","20100901","20161201"
"6273","israel","menachem_mazuz_","Attorney General","20040501","20090331"
"6274","israel","meir_sokolov_","Governor, Bank of Israel ""Acting""","20050201","20050531"
"6275","israel","meir_shitreet_|meir_sheetrit_","Minister Without Portfolio & Minister of Housing and Construction & Minister of Transportation ""Acting"" & Minister of Justice & Minister of Justice ""Acting""","20030301","20040931"
"6276","israel","matan_vilnai_","Minister Without Portfolio","20050201","20051231"
"6277","israel","limor_livnat_","Minister of Education, Science, Sport, and Culture & Minister of Culture and Sport","20060131","20161201"
"6278","israel","ilan_shalgi_","Minister of Science and Technology & Minister of Environment","20040801","20041031"
"6279","israel","haim_ramon_","Minister Without Portfolio & Vice Prime Minister & Minister of Justice","20050201","20051231"
"6280","israel","gilad_erdan_","Minister of Environmental Protection","20090401","20161201"
"6281","israel","gideon_saar_","Minister of Education","20090401","20161201"
"6282","israel","gideon_ezra_","Minister Without Portfolio & Minister of Tourism & Minister of Environment & Minister of Internal ""Public"" Security ""Acting""","20030301","20040931"
"6283","israel","ghalib_majadilah_","Minister Without Portfolio & Minister of Science, Culture, and Sport","20070301","20070331"
"6284","israel","gabriela_shalev_","Permanent Representative to the UN, New York","20080901","20100831"
"6285","israel","ephraim_eitam_","Minister of Infrastructure & Minister of Construction and Housing","20040601","20040631"
"6286","israel","elyakim_rubenstein_","Attorney General","20040431","20161201"
"6287","israel","eli_suissa_","Minister Without Portfolio responsible for Jerusalem affairs","20030231","20161201"
"6288","israel","eliyahu_yishai_|eli_yishai_","Deputy Prime Minister & Minister of Interior & Minister of Industry, Trade, and Labor","20060601","20090331"
"6289","israel","eliezer_zandberg_","Minister of Infrastructure","20040801","20041231"
"6290","israel","eitan_cabel_","Minister Without Portfolio","20060601","20070531"
"6291","israel","ehud_olmert_","Prime Minister ""Acting""","20030301","20090331"
"6292","israel","ehud_barak_","Minister of Defense","20070701","20161201"
"6293","israel","efi_eitam_","Minister of Construction and Housing","20030301","20040531"
"6294","israel","david_klein_","Governor, Bank of Israel","20050131","20161201"
"6295","israel","dan_meridor_","Minister Without Portfolio & Minister of Intelligence and Atomic Energy","20030231","20161201"
"6296","israel","danny_naveh_","Minister of Industry and Trade & Minister of Health","20030301","20060131"
"6297","israel","danny_gillerman_","Permanent Representative to the UN, New York","20080831","20161201"
"6298","israel","danny_ayalon_","Ambassador to the US","20030301","20061231"
"6299","israel","daniel_hershkowitz_","Minister of Science and Technology","20090401","20161201"
"6300","israel","daniel_friedmann_","Minister of Justice","20070301","20090331"
"6301","israel","daniel_ayalon_","Ambassador to the US","20030231","20161201"
"6302","israel","dalia_itzik_","President ""Acting"" & Minister of Communications","20070301","20070631"
"6303","israel","binyamin_ben_eliezer_|binyamin_fuad_ben_eliezer_","Minister of Infrastructure & Minister of Industry, Trade, and Labor","20050201","20051231"
"6304","israel","bibi_netanyahu_","Minister of Economic Strategy","20090401","20161201"
"6305","israel","binyamin_netanyahu_","Minister of Economic Strategy","20090401","20161201"
"6306","israel","beni_elon_","Minister of Tourism","20030301","20040631"
"6307","israel","avraham_poraz_","Minister of Interior","20030301","20031231"
"6308","israel","avraham_herschson_","Minister of Finance & Minister of Communications","20060601","20070431"
"6309","israel","avraham_dichter_","Minister of Internal ""Public"" Security","20060601","20090331"
"6310","israel","avishai_braverman_","Minister of Minority Affairs","20090401","20161201"
"6311","israel","avigdor_lieberman_|avigdor_ivet_lieberman_","Minister of T ransportation & Minister of Strategic Affairs & Minister of Foreign Affairs & Minister of Transportation & Minister of Transportation","20030501","20030531"
"6312","israel","asher_ohana_","Minister of Religious Affairs","20030631","20161201"
"6313","israel","ariel_sharon_","Minister of Immigrant Absorption","20060431","20161201"
"6314","israel","ariel_atias_","Minister of Housing and Construction & Minister of Communications","20060601","20090331"
"6315","israel","amir_peretz_","Minister of Defense","20060601","20070631"
"6316","israel","ami_ayalon_","Minister Without Portfolio","20071101","20090331"
"6317","israel","amichai_ayalon_","Minister Without Portfolio","20071101","20090331"
"6318","israel","abraham_herschson_","Minister of Tourism","20050201","20060531"
"6319","italy","vannino_chiti_","Minister of Relations With Parliament and Reform","20060601","20080531"
"6320","italy","umberto_bossi_","Minister of Reform and Devolution & Minister of Reforms and Federalism","20050331","20161201"
"6321","italy","tommaso_padoa_schioppa_","Minister of Economy and Finance","20060601","20080531"
"6322","italy","stellamaria_gemini_","Minister of Education","20080601","20080931"
"6323","italy","stefano_caldoro_","Minister for the Implementation of Government Activities","20050501","20060531"
"6324","italy","stefania_prestigiacomo_","Minister of Equal Opportunity & Minister of Environment","20060531","20161201"
"6325","italy","silvio_berlusconi_","Prime Minister & Minister of Health ""Acting""","20060401","20060531"
"6326","italy","sergio_vento_","Permanent Representative to the UN, New York","20051031","20161201"
"6327","italy","sandro_bondi_","Minister of Cultural Assets","20080601","20161201"
"6328","italy","rosy_bindi_","Minister of Family Policy","20060601","20080531"
"6329","italy","rocco_buttiglione_","Minister of European Union Policy","20060531","20161201"
"6330","italy","roberto_maroni_","Minister of Interior & Minister of Labor and Welfare","20080601","20080931"
"6331","italy","roberto_castelli_","Minister of Justice","20041201","20060531"
"6332","italy","roberto_calderoli_","Minister of Reform and Devolution & Minister of Simplification","20050401","20060231"
"6333","italy","renato_schifani_","President of the Senate","20080601","20080931"
"6334","italy","renato_brunetta_","Minister of Innovation","20080601","20161201"
"6335","italy","raffaele_fitto_","Minister of Regional Affairs","20080601","20161201"
"6336","italy","pietro_lunardi_","Minister of Infrastructure and Transportation","20041001","20060531"
"6337","italy","pier_ferdinando_casini_","President of the Chamber of Deputies","20060531","20161201"
"6338","italy","pierluigi_bersani_","Minister of Productive Activities & Minister of Economic Development","20060601","20070231"
"6339","italy","paolo_romani_","Minister of Economic Development","20101101","20161201"
"6340","italy","paolo_gentiloni_silveri_","Minister of Communications","20060601","20080531"
"6341","italy","paolo_ferrero_","Minister of Social Welfare","20060601","20080531"
"6342","italy","paolo_de_castro_","Minister of Agriculture","20060601","20080531"
"6343","italy","paolo_bonaiuti_","Under Secretary for the Cabinet","20050401","20060531"
"6344","italy","mirko_tremaglia_","Minister of Italians Abroad","20060531","20161201"
"6345","italy","maurizio_sacconi_","Minister of Welfare","20080601","20161201"
"6346","italy","maurizio_gasparri_","Minister of Communications","20050431","20161201"
"6347","italy","massimo_dalema_","Deputy Prime Minister","20060601","20080531"
"6348","italy","mario_landolfi_","Minister of Communications","20050501","20060531"
"6349","italy","mario_draghi_","Governor, Bank of Italy","20060201","20161201"
"6350","italy","mario_baccini_","Minister of Public Administration & Minister of Public Administration and Security","20050401","20060531"
"6351","italy","maria_stella_gelmini_","Minister of Education","20081001","20161201"
"6352","italy","marco_follini_","Deputy Prime Minister","20050101","20050431"
"6353","italy","marcello_spatafora_","Permanent Representative to the UN, New York","20030301","20080931"
"6354","italy","marcello_pera_","President of the Senate","20060531","20161201"
"6355","italy","mara_carfagna_","Minister of Equal Opportunity","20080601","20161201"
"6356","italy","luigi_scotti_","Minister of Justice","20080301","20080531"
"6357","italy","luigi_nicolais_","Minister of Public Works and Innovation","20060601","20080531"
"6358","italy","luigi_mazzella_","Minister of Public Administration and Security","20041231","20161201"
"6359","italy","lucio_stanca_","Minister of Innovation and Technology","20060531","20161201"
"6360","italy","luca_zaia_","Minister of Agriculture","20080601","20101031"
"6361","italy","livia_turco_","Minister of Health","20060601","20080531"
"6362","italy","linda_lanzilotta_","Minister of Regional Affairs","20060601","20080531"
"6363","italy","letizia_moratti_","Minister of Education","20060531","20161201"
"6364","italy","ignazio_la_russa_","Minister of Defense","20080601","20161201"
"6365","italy","giuseppe_pisanu_","Minister of Interior","20060531","20161201"
"6366","italy","giuseppe_fioroni_","Minister of Education","20060601","20080531"
"6367","italy","giulio_tremonti_","Minister of Economy & Deputy Prime Minister & Minister of Economy and Finance","20050501","20060531"
"6368","italy","giulio_terzi_di_sant_agata_|giulio_terzi_di_santagata_","Permanent Representative to the UN, New York & Ambassador to the US","20081001","20091031"
"6369","italy","giulio_santagata_","Minister of Government Programs","20060601","20080531"
"6370","italy","giuliano_urbani_","Minister of Cultural Heritage","20050431","20161201"
"6371","italy","giuliano_amato_","Minister of Interior","20060601","20080531"
"6372","italy","girolamo_sirchia_","Minister of Health","20041001","20050431"
"6373","italy","giovanni_castellaneta_","Ambassador to the US","20051101","20091031"
"6374","italy","giovanni_alemanno_","Minister of Agriculture","20060531","20161201"
"6375","italy","giovanna_melandri_","Minister of Youth and Sport","20060601","20080531"
"6376","italy","giorgio_la_malfa_","Minister of European Union Policy","20050501","20060531"
"6377","italy","giorgia_meloni_","Minister of Youth Policy","20080601","20161201"
"6378","italy","gianni_letta_","Under Secretary for the Cabinet & Under Secretary for the Prime Minister","20060531","20161201"
"6379","italy","gianfranco_rotondi_","Minister of Program Implementation","20080601","20161201"
"6380","italy","gianfranco_micciche_","Minister of Development and Territorial Cohesion","20050501","20060531"
"6381","italy","gianfranco_fini_","Deputy Prime Minister & President of the Chamber of Deputies","20080601","20080931"
"6382","italy","giancarlo_galan_","Minister of Agriculture","20101101","20161201"
"6383","italy","gerolamo_sirchia_","Minister of Health","20040931","20161201"
"6384","italy","franco_marini_","President of the Senate","20060601","20080531"
"6385","italy","franco_frattini_","Minister of Foreign Affairs","20041131","20161201"
"6386","italy","francesco_storace_","Minister of Health","20050501","20060331"
"6387","italy","francesco_rutelli_","Deputy Prime Minister","20060601","20080531"
"6388","italy","ferdinando_salleo_","Ambassador to the US","20030231","20161201"
"6389","italy","fausto_bertinotti_","President of the Chamber of Deputies","20060601","20080531"
"6390","italy","fabio_mussi_","Minister of Universities and Research","20060601","20080531"
"6391","italy","ernesto_roberto_maroni_","Minister of Interior","20081001","20161201"
"6392","italy","enrico_letta_","Under Secretary for the Cabinet","20060701","20080531"
"6393","italy","enrico_la_loggia_","Minister of Regional Affairs","20060531","20161201"
"6394","italy","emma_bonino_","Minister of European Union Affairs & Minister of International Trade andEuropean Affairs","20060601","20070131"
"6395","italy","elio_vito_","Minister of Relations With Parliament","20080601","20161201"
"6396","italy","domenico_siniscalco_","Minister of Economy and Finance","20041001","20051031"
"6397","italy","clemente_mastella_","Minister of Justice","20060601","20080231"
"6398","italy","claudio_scajola_","Minister for the Implementation of Government Activities & Minister of Economic Development","20030901","20060531"
"6399","italy","cesare_maria_ragaglini_","Permanent Representative to the UN, New York","20091101","20161201"
"6400","italy","cesare_damiano_","Minister of Labor","20060601","20080531"
"6401","italy","castelli_roberto_","Minister of Justice","20041131","20161201"
"6402","italy","carlo_amedeo_giovanardi_","Minister of Relations with Parliament","20060531","20161201"
"6403","italy","barbara_pollastrini_","Minister of Equal Opportunity","20060601","20080531"
"6404","italy","arturo_parisi_","Minister of Defense","20060601","20080531"
"6405","italy","antonio_marzano_","Minister of Productive Activities","20041001","20050431"
"6406","italy","antonio_martino_","Minister of Defense","20060531","20161201"
"6407","italy","antonio_fazio_","Governor, Bank of Italy","20060131","20161201"
"6408","italy","antonio_di_pietro_","Minister of Infrastructure","20060601","20080531"
"6409","italy","angelino_alfano_","Minister of Justice","20080601","20161201"
"6410","italy","andrea_ronchi_","Minister of Community Policy","20080601","20161201"
"6411","italy","altero_matteoli_","Minister of Infrastructure and Transport & Minister of Environment","20080601","20161201"
"6412","italy","alfonso_pecoraro_scanio_","Minister of Environment","20060601","20080531"
"6413","italy","alessandro_bianchi_","Minister of Transportation","20060601","20080531"
"6414","italy","romano_prodi_","","19960101","19960630"
"6415","italy","lamberto_dini_","","19960101","19960630"
"6416","jamaica","trevor_macmillan_","Minister of National Security","20080601","20090431"
"6417","jamaica","stafford_neil_","Permanent Representative to the UN, New York","20080831","20161201"
"6418","jamaica","seymour_mullings_","Ambassador to the US","20040631","20161201"
"6419","jamaica","rudyard_spencer_","Minister of Health and Environment & Minister of Health","20071001","20110131"
"6420","jamaica","roger_clarke_","Minister of Agriculture","20070931","20161201"
"6421","jamaica","robert_pickersgill_","Minister of Transportation and Works","20070931","20161201"
"6422","jamaica","raymond_wolfe_","Permanent Representative to the UN, New York","20080901","20161201"
"6423","jamaica","portia_simpson_miller_","Minister of Sports & Minister of Local Government, Community Development, and Sports & Minister of Defense","20060401","20070931"
"6424","jamaica","phillip_paulwell_","Minister of Commerce, Science, and Technology","20070931","20161201"
"6425","jamaica","peter_phillips_","Minister of National Security","20070931","20161201"
"6426","jamaica","p_j_patterson_","Prime Minister","20060331","20161201"
"6427","jamaica","percival_james_patterson_","Prime Minister","20060331","20161201"
"6428","jamaica","pearnel_charles_","Minister of Labor and Social Security","20071001","20161201"
"6429","jamaica","paul_robertson_","Minister of Development","20060331","20161201"
"6430","jamaica","patrick_linton_allen_","Governor General","20090301","20161201"
"6431","jamaica","omar_davies_","Minister of Finance and Planning","20070931","20161201"
"6432","jamaica","olivia_grange_","Minister of Information, Culture, Youth, and Sports","20071001","20161201"
"6433","jamaica","michael_henry_","Minister of Transport and Works","20071001","20161201"
"6434","jamaica","maxine_henry_wilson_","Minister of Education, Youth, and Culture","20070931","20161201"
"6435","jamaica","kenneth_hall_","Governor General","20070101","20090231"
"6436","jamaica","kenneth_baugh_","Deputy Prime Minister","20071001","20161201"
"6437","jamaica","karl_samuda_","Minister of Industry and Commerce","20071001","20161201"
"6438","jamaica","k_d_knight_","Minister of Foreign Affairs and Foreign Trade","20060331","20161201"
"6439","jamaica","john_junor_","Minister of Health","20060331","20161201"
"6440","jamaica","james_robertson_","Minister of Mines and Energy","20090501","20161201"
"6441","jamaica","howard_cooke_","Governor General","20061231","20161201"
"6442","jamaica","horace_dalley_","Minister of Health & Minister of Labor and Social Security & Minister of Labor and Social Security","20060401","20070931"
"6443","jamaica","horace_chang_","Minister of Water and Housing","20071001","20161201"
"6444","jamaica","gordon_shirley_","Ambassador to the US","20041001","20080831"
"6445","jamaica","edmund_barlett_","Minister of Tourism","20071001","20161201"
"6446","jamaica","dwight_nelson_","Minister of National Security","20090501","20161201"
"6447","jamaica","dorothy_lightbourne_","Attorney General","20071001","20161201"
"6448","jamaica","donald_buchanan_","Minister of Water and Housing","20060331","20161201"
"6449","jamaica","derrick_smith_","Minister of Mines and Telecommunications & Minister of National Security","20080601","20090431"
"6450","jamaica","derrick_kellier_","Minister of Labor and Social Security","20060401","20070931"
"6451","jamaica","derick_latibeaudiere_|derick_milton_latibeaudiere_","Governor, Central Bank","20080601","20091031"
"6452","jamaica","dean_peart_","Minister of Lands and Environment","20041101","20070931"
"6453","jamaica","daryl_vaz_","Minister of Information and Telecommunications","20090501","20161201"
"6454","jamaica","colin_campbell_","Minister of Information and Development","20060401","20061031"
"6455","jamaica","clive_mullings_","Minister of Energy, Mining, and Telecommunications","20071001","20110131"
"6456","jamaica","christopher_tufton_","Minister of Agriculture","20071001","20161201"
"6457","jamaica","burchell_whiteman_","Minister of Information","20031101","20060331"
"6458","jamaica","bryan_wynter_","Governor, Central Bank","20091201","20161201"
"6459","jamaica","audrey_marks_","Ambassador to the US","20100901","20161201"
"6460","jamaica","audley_shaw_","Minister of Finance and the Public Service","20071001","20161201"
"6461","jamaica","anthony_johnson_","Ambassador to the US","20080901","20100831"
"6462","jamaica","anthony_hylton_","Minister of Foreign Affairs and Foreign Trade","20060401","20070931"
"6463","jamaica","andrew_holness_","Minister of Education","20071001","20161201"
"6464","jamaica","aloun_ndombet_assamba_","Minister of Industry and Tourism","20070931","20161201"
"6465","jamaica","a_j_nicholson_","Attorney General","20070931","20161201"
"6466","japan","yuriko_koike_","Minister of Environment & Minister of Defense","20031201","20060931"
"6467","japan","yuko_obuchi_","State Minister for Declining Birthrate and Gender Equality","20081001","20090931"
"6468","japan","yukio_takasu_","Permanent Representative to the UN, New York","20070901","20100831"
"6469","japan","yukio_sato_","Permanent Representative to the UN, New York","20030131","20161201"
"6470","japan","yukio_hatoyama_","Prime Minister","20091001","20100631"
"6471","japan","yukio_edano_","Chief Cabinet Secretary","20110201","20161201"
"6472","japan","yuji_yamamoto_","State Minister for Financial Services","20061001","20070831"
"6473","japan","yoshiyuki_kamei_","Minister of Agriculture, Forestry, and Fisheries","20030301","20040931"
"6474","japan","yoshito_sengoku_","State Minister for Admin. Innovation","20091001","20110131"
"6475","japan","yoshitada_konoike_","State Minister, Disaster Management","20031131","20161201"
"6476","japan","yoshinori_ono_","Director General, Defense Agency","20041001","20051131"
"6477","japan","yoshinobu_shimamura_","Minister of Agriculture, Forestry, and Fisheries","20041001","20051131"
"6478","japan","yoshimi_watanabe_","State Minister for Regulatory Reform, Admin. Reform, Civil Service Reform, and Regional Revitalization","20070201","20080831"
"6479","japan","yoshimasa_hayashi_","Minister of Defense","20080901","20080931"
"6480","japan","yoshihiro_katayama_","State Minister for Promotion of Local Sovereignty and Regional Revitalization","20101001","20161201"
"6481","japan","yoshihiko_noda_","Minister of Finance","20100701","20161201"
"6482","japan","yoshihide_suga_","State Minister for Privatization of the Postal Services","20061001","20070831"
"6483","japan","yoshiaki_takaki_","Minister of Education, Culture, Sports, Science, and Technology","20101001","20161201"
"6484","japan","yoriko_kawaguchi_","Minister of Foreign Affairs","20040931","20161201"
"6485","japan","yoko_kamikawa_","State Minister for Gender Equality and Social Affairs","20070901","20080831"
"6486","japan","yoichi_masuzoe_","Minister of Health, Labor, and Welfare","20070901","20090931"
"6487","japan","yasuo_fukuda_","Chief Cabinet Secretary & Prime Minister","20071101","20080931"
"6488","japan","yasukazu_hamada_","Minister of Defense","20081001","20090931"
"6489","japan","yasuhisa_shiozaki_","Chief Cabinet Secretary","20061001","20070831"
"6490","japan","yasufumi_tanahashi_","State Minister In Charge of Information Technology","20041001","20051131"
"6491","japan","tsutomu_sato_","Chairman, National Public Safety Commission","20081001","20090931"
"6492","japan","tsuneo_suzuki_","Minister of Education, Culture, Sports, Science, and Technology","20080901","20080931"
"6493","japan","tsuneo_nishida_","Permanent Representative to the UN, New York","20100901","20161201"
"6494","japan","toshimi_kitazawa_","Minister of Defense","20091001","20161201"
